ticket;fecha;mesa;mesero;platillo;comensales;total
436;17/03/2025 22:35;18;Jorge;Pozole;5;$266.03
437;01/04/2025 15:40;19;Luis;Enchiladas;2;$414.94
438;30/04/2025 13:27;19;Ana;Enchiladas;3;$380.36
439;11/04/2025 14:09;1;Jorge;Mole;3;$360.86
440;21/04/2025 14:20;15;Ana;Enchiladas;2;$468.77
441;23/04/2025 13:04;4;Carla;Tacos;3;$468.22
442;15/03/2025 14:58;17;Luis;Enchiladas;1;$495.72
443;02/03/2025 19:41;16;Ana;Mole;5;$416.62
444;25/05/2025 14:06;7;Ana;Chilaquiles;6;$347.26
445;12/05/2025 14:39;17;Jorge;Pozole;5;$423.69
446;14/03/2025 20:42;3;Luis;Chilaquiles;5;$410.04
447;30/04/2025 21:13;14;Carla;Tacos;2;$250.03
448;15/04/2025 21:12;14;Ana;Enchiladas;5;$405.41
449;06/05/2025 15:33;16;Carla;Tacos;1;$247.61
450;13/03/2025 20:56;16;Luis;Tacos;2;$210.09
451;03/05/2025 21:01;7;Ana;Chilaquiles;6;$348.22
452;04/05/2025 14:30;14;Luis;Tacos;5;$369.83
453;29/05/2025 14:09;4;Ana;Tacos;2;$530.73
454;25/03/2025 20:27;4;Luis;Tacos;2;$409.89
455;08/04/2025 14:39;13;Luis;Chilaquiles;6;$510.66
456;13/03/2025 14:14;1;Luis;Enchiladas;4;$620.39
457;02/03/2025 15:21;10;Ana;Pozole;5;$461.47
458;05/03/2025 13:32;11;Ana;Tacos;1;$492.65
459;10/04/2025 15:10;18;Jorge;Enchiladas;3;$363.99
460;16/03/2025 13:51;3;Luis;Pozole;3;$545.64
461;06/05/2025 14:43;8;Jorge;Enchiladas;3;$454.02
462;18/03/2025 14:04;6;Carla;Tacos;4;$454.84
463;26/04/2025 15:23;5;Jorge;Tacos;1;$311.56
464;18/04/2025 14:39;10;Luis;Mole;5;$334.59
465;30/03/2025 19:05;14;Ana;Tacos;3;$366.12
466;10/04/2025 20:08;5;Carla;Pozole;6;$459.42
467;29/05/2025 15:04;8;Ana;Pozole;3;$577.88
468;26/05/2025 22:13;18;Jorge;Chilaquiles;6;$265.08
469;25/03/2025 21:56;9;Jorge;Pozole;3;$402.97
470;25/05/2025 15:51;7;Carla;Chilaquiles;5;$409.67
471;20/03/2025 13:38;17;Jorge;Tacos;1;$720.22
472;11/05/2025 21:04;11;Jorge;Tacos;1;$422.76
473;01/04/2025 14:47;10;Carla;Mole;3;$382.25
474;30/04/2025 15:43;19;Jorge;Pozole;3;$536.16
475;28/04/2025 20:30;18;Jorge;Enchiladas;6;$313.47
476;16/05/2025 22:03;13;Carla;Enchiladas;5;$511.60
477;04/04/2025 14:24;13;Ana;Chilaquiles;2;$245.51
478;24/05/2025 19:30;8;Ana;Tacos;6;$689.44
479;19/05/2025 20:06;18;Luis;Enchiladas;4;$441.08
480;03/03/2025 20:37;15;Luis;Pozole;1;$395.14
481;09/03/2025 14:31;5;Jorge;Pozole;5;$288.72
482;11/03/2025 20:08;4;Ana;Chilaquiles;3;$428.32
483;28/04/2025 19:05;9;Luis;Pozole;1;$456.44
484;02/04/2025 20:48;2;Jorge;Tacos;6;$358.78
485;14/03/2025 14:04;13;Luis;Tacos;6;$589.61
486;09/03/2025 14:13;1;Ana;Tacos;6;$407.07
487;22/05/2025 22:46;9;Carla;Tacos;4;$457.80
488;23/04/2025 21:28;13;Ana;Tacos;6;$480.75
489;04/03/2025 21:20;13;Ana;Enchiladas;5;$609.94
490;24/03/2025 22:14;13;Ana;Pozole;1;$400.84
491;29/04/2025 22:26;1;Carla;Pozole;6;$455.20
492;24/03/2025 15:45;13;Jorge;Enchiladas;2;$482.12
493;08/05/2025 21:12;15;Carla;Mole;1;$520.55
494;26/03/2025 20:15;13;Jorge;Mole;6;$226.73
495;26/04/2025 20:15;17;Jorge;Chilaquiles;2;$585.15
496;09/03/2025 20:15;12;Carla;Enchiladas;6;$432.52
497;12/05/2025 15:06;16;Ana;Mole;1;$360.57
498;06/05/2025 21:00;18;Jorge;Chilaquiles;6;$443.66
499;18/04/2025 15:52;9;Ana;Enchiladas;2;$216.68
500;28/04/2025 14:53;9;Luis;Tacos;5;$355.31
501;06/03/2025 13:17;12;Jorge;Enchiladas;6;$470.06
502;24/04/2025 20:02;3;Jorge;Tacos;5;$610.72
503;11/04/2025 14:24;15;Ana;Chilaquiles;3;$437.78
504;04/03/2025 22:18;5;Ana;Chilaquiles;2;$495.27
505;03/03/2025 14:57;7;Jorge;Chilaquiles;1;$412.49
506;08/04/2025 15:38;8;Luis;Tacos;5;$551.29
507;04/05/2025 22:12;18;Luis;Mole;6;$399.96
508;01/05/2025 19:19;12;Jorge;Mole;2;$503.25
509;16/03/2025 22:00;9;Jorge;Mole;5;$407.80
510;15/03/2025 21:35;7;Carla;Tacos;6;$331.86
511;23/03/2025 14:18;8;Luis;Pozole;1;$328.84
512;04/04/2025 14:21;9;Jorge;Tacos;4;$370.67
513;13/03/2025 15:45;5;Jorge;Tacos;1;$587.41
514;02/03/2025 21:52;6;Jorge;Mole;2;$831.42
515;02/04/2025 15:43;10;Jorge;Chilaquiles;4;$424.13
516;08/03/2025 19:09;14;Ana;Chilaquiles;1;$359.77
517;18/03/2025 19:50;12;Carla;Tacos;2;$512.30
518;20/03/2025 15:01;17;Luis;Mole;1;$507.18
519;04/04/2025 21:09;11;Jorge;Enchiladas;1;$384.90
520;07/04/2025 13:05;7;Jorge;Chilaquiles;1;$679.28
521;05/03/2025 14:23;3;Jorge;Tacos;6;$553.95
522;11/04/2025 21:31;16;Carla;Chilaquiles;6;$562.26
523;21/05/2025 20:18;17;Jorge;Tacos;3;$456.88
524;19/05/2025 19:35;4;Jorge;Tacos;3;$464.92
525;13/03/2025 15:57;14;Carla;Pozole;5;$566.29
526;29/03/2025 14:50;19;Ana;Pozole;4;$282.21
527;29/04/2025 19:26;4;Luis;Tacos;1;$352.76
528;02/03/2025 22:57;7;Jorge;Pozole;1;$460.26
529;21/04/2025 20:34;1;Ana;Pozole;4;$273.82
530;14/05/2025 20:24;13;Carla;Tacos;6;$647.12
531;10/05/2025 22:10;7;Carla;Mole;4;$374.99
532;06/03/2025 21:49;12;Ana;Mole;6;$398.30
533;25/03/2025 22:02;19;Jorge;Chilaquiles;5;$488.85
534;09/03/2025 22:24;2;Carla;Chilaquiles;4;$631.05
535;15/04/2025 20:53;1;Carla;Tacos;6;$444.82
536;26/05/2025 15:22;12;Jorge;Mole;6;$357.79
537;11/05/2025 20:34;2;Carla;Mole;6;$337.90
538;07/05/2025 15:07;1;Carla;Mole;6;$477.91
539;07/05/2025 21:44;1;Ana;Mole;1;$380.39
540;31/03/2025 14:52;10;Jorge;Enchiladas;5;$734.97
541;27/05/2025 19:02;9;Ana;Mole;1;$601.10
542;12/03/2025 21:20;11;Jorge;Pozole;1;$80.00
543;13/03/2025 19:53;9;Jorge;Pozole;1;$338.43
544;04/04/2025 20:38;19;Luis;Tacos;4;$492.39
545;11/04/2025 13:30;18;Ana;Pozole;3;$727.78
546;31/03/2025 14:31;4;Jorge;Mole;2;$207.67
547;12/04/2025 22:00;18;Luis;Tacos;5;$396.84
548;18/05/2025 20:59;1;Jorge;Chilaquiles;6;$594.62
549;11/04/2025 15:23;9;Luis;Mole;5;$366.78
550;07/04/2025 19:15;12;Luis;Pozole;6;$458.57
551;27/04/2025 21:38;10;Carla;Enchiladas;2;$389.94
552;08/03/2025 21:33;6;Ana;Pozole;2;$530.59
553;20/05/2025 21:12;10;Ana;Chilaquiles;5;$318.09
554;23/05/2025 14:47;11;Ana;Mole;3;$452.76
555;02/03/2025 14:22;1;Jorge;Enchiladas;1;$275.39
556;26/04/2025 20:11;5;Carla;Chilaquiles;5;$567.25
557;29/05/2025 19:51;3;Luis;Pozole;3;$522.63
558;11/03/2025 20:49;14;Jorge;Tacos;2;$445.63
559;14/03/2025 14:56;9;Luis;Chilaquiles;4;$454.44
560;11/03/2025 15:33;3;Ana;Mole;6;$453.28
561;22/05/2025 21:31;15;Carla;Mole;5;$405.68
562;11/04/2025 15:06;10;Ana;Chilaquiles;4;$468.84
563;26/05/2025 21:43;13;Carla;Tacos;6;$494.02
564;09/03/2025 13:58;15;Jorge;Enchiladas;4;$441.74
565;01/05/2025 22:27;6;Luis;Enchiladas;5;$378.65
566;26/04/2025 14:24;17;Jorge;Enchiladas;3;$401.21
567;18/04/2025 19:18;3;Carla;Pozole;4;$394.98
568;25/04/2025 22:28;7;Luis;Pozole;5;$504.50
569;12/03/2025 14:07;3;Ana;Tacos;1;$468.54
570;03/03/2025 14:47;11;Jorge;Pozole;5;$686.76
571;25/04/2025 22:34;3;Carla;Mole;4;$429.21
572;12/05/2025 22:57;19;Luis;Pozole;5;$459.05
573;20/05/2025 19:10;15;Carla;Mole;3;$374.49
574;10/05/2025 13:14;3;Luis;Pozole;3;$462.14
575;11/04/2025 20:11;16;Carla;Mole;2;$396.64
576;22/05/2025 14:08;16;Luis;Enchiladas;3;$346.90
577;03/03/2025 14:38;3;Carla;Chilaquiles;3;$469.39
578;30/04/2025 22:44;14;Luis;Pozole;2;$640.95
579;16/04/2025 20:34;3;Luis;Mole;4;$346.15
580;02/05/2025 15:40;19;Carla;Enchiladas;6;$371.84
581;18/05/2025 13:01;14;Ana;Chilaquiles;5;$445.24
582;15/03/2025 15:26;10;Luis;Mole;1;$480.41
583;10/05/2025 21:06;2;Ana;Pozole;1;$606.00
584;03/03/2025 15:38;9;Carla;Chilaquiles;3;$372.18
585;11/04/2025 15:21;10;Carla;Tacos;5;$433.10
586;06/03/2025 20:56;11;Carla;Chilaquiles;1;$354.18
587;23/03/2025 14:19;18;Carla;Pozole;5;$344.38
588;26/05/2025 20:50;7;Carla;Enchiladas;4;$392.46
589;06/04/2025 21:42;2;Carla;Enchiladas;3;$315.13
590;28/04/2025 14:34;2;Luis;Tacos;6;$502.41
591;25/05/2025 19:29;9;Jorge;Enchiladas;6;$574.82
592;25/05/2025 20:54;11;Luis;Mole;4;$386.36
593;09/03/2025 15:37;10;Ana;Chilaquiles;5;$363.80
594;01/04/2025 14:54;8;Ana;Chilaquiles;1;$606.72
595;29/05/2025 14:40;18;Ana;Tacos;1;$421.97
596;07/05/2025 20:46;10;Ana;Chilaquiles;3;$625.85
597;07/04/2025 22:45;16;Carla;Tacos;6;$100.10
598;06/03/2025 13:07;14;Carla;Mole;4;$427.46
599;28/04/2025 21:12;3;Ana;Chilaquiles;5;$325.10
600;15/03/2025 22:33;8;Ana;Enchiladas;1;$383.11
601;21/05/2025 19:30;3;Ana;Tacos;5;$543.86
602;25/03/2025 22:36;4;Carla;Tacos;4;$576.81
603;10/04/2025 20:33;7;Ana;Pozole;3;$426.13
604;19/04/2025 19:52;16;Jorge;Pozole;3;$559.31
605;14/04/2025 19:16;9;Jorge;Tacos;5;$312.46
606;20/04/2025 19:30;18;Jorge;Mole;1;$479.43
607;12/05/2025 20:51;8;Ana;Mole;5;$428.29
608;14/04/2025 14:36;5;Carla;Mole;5;$242.72
609;31/03/2025 20:42;14;Ana;Mole;3;$555.08
610;08/04/2025 19:42;12;Jorge;Mole;2;$366.17
611;11/05/2025 20:26;10;Luis;Tacos;1;$498.78
612;21/04/2025 22:05;8;Luis;Mole;2;$355.04
613;11/04/2025 14:39;4;Jorge;Mole;2;$467.95
614;26/05/2025 15:03;14;Luis;Tacos;4;$520.59
615;23/03/2025 14:22;3;Jorge;Enchiladas;2;$446.69
616;11/04/2025 13:01;2;Luis;Pozole;3;$389.80
617;26/05/2025 20:28;1;Carla;Pozole;1;$519.76
618;15/05/2025 20:06;18;Ana;Pozole;2;$472.61
619;21/04/2025 22:52;14;Jorge;Enchiladas;3;$396.87
620;06/03/2025 20:15;17;Luis;Pozole;1;$452.62
621;20/04/2025 15:59;19;Ana;Mole;4;$437.65
622;04/04/2025 22:02;3;Luis;Pozole;6;$406.66
623;27/05/2025 13:17;14;Luis;Pozole;5;$555.80
624;20/04/2025 15:35;13;Luis;Mole;4;$656.27
625;21/04/2025 21:21;16;Luis;Enchiladas;2;$386.45
626;25/04/2025 14:34;7;Ana;Tacos;3;$433.63
627;06/04/2025 15:18;19;Ana;Chilaquiles;4;$335.11
628;23/03/2025 21:27;4;Ana;Tacos;4;$288.22
629;16/04/2025 15:12;17;Ana;Enchiladas;6;$584.05
630;05/04/2025 14:00;17;Luis;Pozole;3;$367.50
631;14/05/2025 21:49;10;Jorge;Tacos;6;$488.79
632;25/05/2025 13:31;15;Luis;Pozole;5;$285.51
633;11/04/2025 21:49;16;Ana;Chilaquiles;4;$371.44
634;28/04/2025 15:07;11;Ana;Pozole;6;$504.85
635;18/03/2025 14:40;17;Carla;Chilaquiles;2;$505.02
636;22/04/2025 19:00;12;Luis;Pozole;2;$476.17
637;14/03/2025 19:52;9;Luis;Enchiladas;6;$497.06
638;06/03/2025 22:47;17;Luis;Pozole;6;$474.13
639;19/03/2025 21:11;14;Jorge;Pozole;4;$568.39
640;05/03/2025 19:54;7;Ana;Chilaquiles;2;$651.85
641;17/05/2025 20:13;12;Ana;Chilaquiles;6;$515.70
642;20/03/2025 15:04;10;Jorge;Chilaquiles;4;$434.66
643;22/05/2025 22:34;15;Ana;Enchiladas;3;$324.77
644;13/03/2025 15:39;5;Carla;Tacos;6;$389.71
645;30/04/2025 21:05;6;Carla;Chilaquiles;5;$409.17
646;28/05/2025 20:03;9;Jorge;Mole;5;$620.76
647;10/03/2025 22:57;14;Carla;Mole;3;$262.32
648;01/03/2025 15:34;4;Carla;Pozole;1;$352.40
649;26/03/2025 15:32;17;Carla;Chilaquiles;3;$324.28
650;02/04/2025 15:37;7;Carla;Tacos;4;$551.76
651;13/04/2025 21:19;15;Carla;Chilaquiles;2;$364.35
652;06/03/2025 22:35;13;Luis;Tacos;6;$227.46
653;07/03/2025 21:35;16;Carla;Pozole;6;$201.07
654;27/04/2025 19:59;6;Jorge;Chilaquiles;1;$484.30
655;09/03/2025 21:13;7;Jorge;Tacos;2;$251.24
656;05/03/2025 20:36;13;Luis;Mole;2;$578.90
657;04/04/2025 19:48;7;Luis;Tacos;3;$574.30
658;07/03/2025 14:09;16;Jorge;Tacos;3;$310.54
659;14/03/2025 14:03;4;Ana;Mole;3;$405.67
660;08/03/2025 20:55;12;Luis;Pozole;3;$448.76
661;13/04/2025 14:50;9;Ana;Enchiladas;5;$266.81
662;25/03/2025 20:17;9;Carla;Chilaquiles;6;$297.69
663;14/05/2025 21:47;12;Ana;Tacos;2;$369.54
664;21/04/2025 20:32;8;Carla;Pozole;1;$440.91
665;30/03/2025 20:14;6;Jorge;Chilaquiles;5;$478.09
666;12/05/2025 14:25;2;Luis;Mole;2;$219.73
667;18/03/2025 14:15;12;Ana;Tacos;6;$473.68
668;25/03/2025 13:48;15;Ana;Mole;4;$430.98
669;13/03/2025 13:35;4;Carla;Enchiladas;1;$412.91
670;26/03/2025 14:05;19;Ana;Pozole;1;$389.34
671;06/04/2025 20:29;14;Jorge;Mole;1;$567.89
672;14/05/2025 15:22;5;Luis;Chilaquiles;4;$631.97
673;02/04/2025 14:49;9;Jorge;Chilaquiles;4;$389.57
674;07/05/2025 15:26;14;Luis;Enchiladas;4;$423.99
675;16/05/2025 19:52;3;Ana;Chilaquiles;4;$253.94
676;12/03/2025 21:35;12;Ana;Enchiladas;4;$396.04
677;05/05/2025 20:18;15;Carla;Chilaquiles;4;$526.87
678;12/05/2025 13:54;16;Luis;Tacos;3;$432.29
679;01/04/2025 19:38;15;Jorge;Tacos;1;$487.32
680;14/05/2025 14:18;13;Luis;Pozole;3;$431.51
681;12/05/2025 21:13;7;Ana;Tacos;5;$456.75
682;17/03/2025 21:20;4;Carla;Enchiladas;3;$525.17
683;15/03/2025 20:14;18;Luis;Pozole;3;$537.34
684;26/04/2025 20:40;3;Ana;Pozole;3;$212.26
685;07/04/2025 20:02;8;Ana;Tacos;6;$420.36
686;18/03/2025 21:12;7;Luis;Tacos;3;$97.63
687;27/05/2025 14:40;16;Carla;Tacos;6;$448.71
688;22/03/2025 14:30;4;Carla;Pozole;2;$381.87
689;16/03/2025 20:47;13;Jorge;Mole;1;$376.44
690;14/04/2025 22:19;12;Jorge;Pozole;2;$634.89
691;02/04/2025 14:29;6;Jorge;Chilaquiles;2;$490.98
692;16/04/2025 20:37;2;Carla;Enchiladas;4;$583.97
693;30/03/2025 19:46;2;Ana;Chilaquiles;5;$523.69
694;13/04/2025 15:34;13;Jorge;Chilaquiles;4;$650.94
695;11/04/2025 21:59;1;Luis;Chilaquiles;6;$419.51
696;18/04/2025 14:41;15;Carla;Pozole;4;$418.67
697;21/05/2025 15:08;7;Luis;Pozole;5;$438.21
698;20/03/2025 15:25;1;Jorge;Pozole;4;$743.08
699;07/04/2025 22:04;5;Jorge;Tacos;3;$397.12
700;10/05/2025 20:14;17;Ana;Chilaquiles;5;$452.72
701;21/05/2025 20:23;8;Luis;Enchiladas;4;$614.52
702;26/03/2025 22:00;16;Carla;Chilaquiles;6;$560.44
703;25/05/2025 14:57;1;Carla;Mole;1;$390.25
704;22/05/2025 20:36;1;Ana;Mole;1;$659.09
705;26/03/2025 14:26;5;Carla;Pozole;3;$507.54
706;16/04/2025 14:13;11;Carla;Tacos;3;$623.55
707;04/05/2025 20:04;3;Luis;Pozole;3;$522.63
708;28/03/2025 21:00;1;Luis;Mole;3;$543.32
709;20/03/2025 20:56;2;Ana;Tacos;2;$360.90
710;16/03/2025 20:22;10;Jorge;Enchiladas;1;$620.19
711;11/04/2025 21:43;17;Ana;Enchiladas;6;$365.88
712;13/04/2025 22:16;2;Ana;Enchiladas;2;$459.23
713;05/05/2025 22:59;5;Carla;Mole;3;$580.47
714;03/04/2025 21:40;11;Ana;Mole;3;$409.27
715;14/04/2025 15:33;13;Luis;Mole;3;$464.33
716;26/04/2025 21:17;2;Luis;Tacos;1;$450.99
717;06/05/2025 14:33;17;Luis;Tacos;3;$468.81
718;14/04/2025 22:22;2;Ana;Mole;3;$520.84
719;17/03/2025 14:52;14;Carla;Chilaquiles;6;$270.23
720;04/03/2025 22:43;19;Carla;Mole;1;$387.10
721;15/04/2025 15:32;15;Carla;Mole;2;$697.85
722;14/05/2025 14:40;16;Luis;Tacos;3;$215.56
723;21/04/2025 15:41;18;Jorge;Chilaquiles;4;$373.57
724;05/03/2025 19:09;13;Ana;Tacos;2;$545.82
725;10/03/2025 14:56;3;Jorge;Tacos;2;$229.08
726;14/05/2025 14:35;15;Ana;Chilaquiles;1;$346.59
727;28/03/2025 21:12;2;Carla;Enchiladas;5;$353.57
728;13/05/2025 22:55;5;Ana;Tacos;1;$638.07
729;15/03/2025 14:26;16;Luis;Enchiladas;3;$345.76
730;23/05/2025 15:54;2;Ana;Mole;4;$525.85
731;16/03/2025 15:25;4;Luis;Enchiladas;4;$374.42
732;29/04/2025 21:50;7;Jorge;Mole;1;$451.25
733;10/04/2025 20:38;13;Carla;Pozole;6;$314.05
734;15/03/2025 15:16;15;Carla;Mole;3;$273.46
735;31/03/2025 21:18;12;Ana;Pozole;4;$393.78
736;09/04/2025 20:57;15;Jorge;Tacos;1;$284.86
737;21/03/2025 14:34;8;Ana;Enchiladas;1;$428.83
738;09/04/2025 21:11;14;Luis;Chilaquiles;5;$464.19
739;11/03/2025 19:31;3;Ana;Pozole;5;$499.05
740;26/04/2025 21:24;8;Ana;Enchiladas;4;$633.25
741;25/05/2025 20:34;3;Carla;Chilaquiles;5;$620.20
742;04/04/2025 14:06;10;Luis;Chilaquiles;1;$317.50
743;10/04/2025 21:52;14;Carla;Chilaquiles;3;$360.00
744;30/04/2025 20:33;15;Carla;Pozole;3;$652.70
745;23/05/2025 19:53;6;Ana;Tacos;3;$443.36
746;19/03/2025 15:43;12;Luis;Enchiladas;5;$403.62
747;15/03/2025 20:16;17;Luis;Mole;4;$578.43
748;01/04/2025 13:41;5;Ana;Tacos;1;$374.94
749;26/05/2025 19:28;6;Ana;Chilaquiles;4;$561.93
750;18/04/2025 22:00;9;Carla;Tacos;5;$413.66
751;06/03/2025 14:54;6;Carla;Tacos;2;$605.26
752;08/04/2025 14:58;18;Carla;Enchiladas;4;$432.44
753;27/05/2025 15:58;17;Luis;Chilaquiles;2;$548.27
754;12/03/2025 19:18;19;Carla;Tacos;6;$576.96
755;21/03/2025 15:04;19;Carla;Chilaquiles;5;$643.79
756;26/05/2025 19:44;2;Ana;Tacos;4;$354.31
757;05/03/2025 20:07;10;Jorge;Mole;3;$403.86
758;02/05/2025 21:55;3;Jorge;Mole;1;$279.86
759;17/04/2025 13:38;5;Ana;Pozole;6;$243.14
760;14/05/2025 15:46;2;Luis;Chilaquiles;3;$390.24
761;22/05/2025 20:48;13;Jorge;Mole;6;$469.05
762;02/04/2025 13:31;10;Luis;Pozole;5;$600.28
763;28/03/2025 22:23;3;Luis;Mole;1;$399.97
764;25/05/2025 20:32;18;Luis;Chilaquiles;3;$679.20
765;24/04/2025 19:59;11;Jorge;Mole;4;$471.73
766;13/05/2025 15:08;10;Jorge;Chilaquiles;3;$555.59
767;03/03/2025 14:25;7;Carla;Pozole;6;$419.12
768;28/05/2025 13:22;7;Luis;Tacos;2;$298.89
769;08/04/2025 20:44;7;Luis;Enchiladas;1;$639.87
770;18/03/2025 22:49;17;Luis;Pozole;5;$414.93
771;28/04/2025 21:17;12;Ana;Tacos;2;$583.19
772;12/04/2025 13:40;5;Jorge;Pozole;1;$405.34
773;06/05/2025 13:16;14;Luis;Chilaquiles;4;$520.08
774;04/04/2025 19:39;11;Luis;Enchiladas;5;$430.50
775;27/03/2025 20:54;7;Jorge;Mole;2;$408.00
776;25/04/2025 20:40;17;Ana;Mole;2;$431.65
777;22/05/2025 21:16;6;Jorge;Pozole;1;$531.37
778;23/03/2025 21:20;17;Ana;Pozole;4;$304.47
779;27/04/2025 22:53;6;Ana;Mole;2;$332.54
780;10/03/2025 15:58;3;Jorge;Tacos;6;$567.39
781;15/03/2025 19:47;6;Luis;Mole;4;$361.13
782;12/04/2025 22:20;6;Luis;Chilaquiles;4;$471.25
783;06/03/2025 20:24;9;Ana;Enchiladas;2;$287.29
784;27/04/2025 13:11;8;Luis;Tacos;6;$423.12
785;22/04/2025 22:17;15;Luis;Tacos;3;$580.84
786;04/04/2025 20:40;15;Luis;Tacos;1;$459.01
787;07/05/2025 14:10;8;Jorge;Mole;1;$473.82
788;28/05/2025 15:10;14;Jorge;Mole;4;$401.52
789;23/05/2025 20:54;8;Luis;Chilaquiles;6;$460.50
790;06/04/2025 20:58;11;Luis;Pozole;4;$234.59
791;24/04/2025 15:54;9;Ana;Pozole;2;$252.20
792;27/03/2025 20:34;8;Jorge;Mole;1;$497.43
793;08/03/2025 19:03;6;Luis;Tacos;1;$236.09
794;13/05/2025 22:07;6;Jorge;Tacos;5;$604.87
795;06/04/2025 21:34;10;Jorge;Mole;1;$549.77
796;12/04/2025 14:01;12;Jorge;Tacos;4;$303.41
797;07/04/2025 14:07;1;Luis;Enchiladas;4;$185.72
798;25/03/2025 21:36;16;Jorge;Enchiladas;3;$156.88
799;03/05/2025 20:21;8;Jorge;Mole;1;$484.64
800;26/03/2025 22:02;7;Luis;Enchiladas;5;$436.11
