id_pedido,fecha_pedido,producto,categoría,cantidad,total_venta,canal,estado,ciudad
1351,2025-01-11,Calcetines,Calzado,3,270,App,Enviado,Guadalajara
1352,2025-04-14,Pantalón,Ropa,1,600,Web,Entregado,CDMX
1353,2025-09-01,Chamarra,Ropa,3,4500,Web,Entregado,CDMX
1354,2025-11-04,Gorra,Accesorios,2,360,Marketplace,Entregado,Monterrey
1355,2025-03-22,Mochila,Accesorios,4,3200,Web,Entregado,CDMX
1356,2025-05-29,Gorra,Accesorios,4,720,Web,Entregado,Guadalajara
1357,2025-07-30,Mochila,Accesorios,1,800,App,Entregado,Puebla
1358,2025-10-09,Mochila,Accesorios,2,1600,Web,Entregado,CDMX
1359,2025-10-18,Calcetines,Calzado,3,270,Web,Cancelado,Puebla
1360,2025-12-30,Chamarra,Ropa,1,1500,Marketplace,Enviado,Puebla
1361,2025-05-02,Mochila,Accesorios,2,1600,Web,Enviado,CDMX
1362,2025-07-20,Mochila,Accesorios,2,1600,Marketplace,Entregado,Monterrey
1363,2025-03-31,Pantalón,Ropa,3,1800,App,Entregado,Puebla
1364,2025-01-03,Gorra,Accesorios,3,540,Web,Entregado,Puebla
1365,2025-09-22,Camiseta,Ropa,3,750,Web,Entregado,Monterrey
1366,2025-06-17,Camiseta,Ropa,2,500,Web,Entregado,Puebla
1367,2025-06-23,Chamarra,Ropa,3,4500,Web,Entregado,Puebla
1368,2025-07-07,Camiseta,Ropa,4,1000,Web,Enviado,Monterrey
1369,2025-02-24,Calcetines,Calzado,3,270,Marketplace,Entregado,Guadalajara
1370,2025-09-23,Calcetines,Calzado,4,360,Web,Entregado,Monterrey
1371,2025-02-01,Pantalón,Ropa,3,1800,App,Entregado,CDMX
1372,2025-01-25,Chamarra,Ropa,3,4500,Web,Entregado,Guadalajara
1373,2025-09-27,Tenis,Calzado,2,2400,App,Entregado,Monterrey
1374,2025-05-19,Mochila,Accesorios,3,2400,App,Entregado,Guadalajara
1375,2025-11-11,Mochila,Accesorios,2,1600,App,Entregado,Puebla
1376,2025-10-29,Chamarra,Ropa,2,3000,App,Entregado,Monterrey
1377,2025-11-21,Gorra,Accesorios,1,180,Web,Entregado,Monterrey
1378,2025-03-13,Chamarra,Ropa,3,4500,Web,Entregado,Guadalajara
1379,2025-07-06,Chamarra,Ropa,3,4500,Marketplace,Entregado,CDMX
1380,2025-12-16,Calcetines,Calzado,4,360,Web,Entregado,Puebla
1381,2025-02-26,Pantalón,Ropa,3,1800,App,Entregado,Monterrey
1382,2025-11-02,Calcetines,Calzado,1,90,Marketplace,Enviado,CDMX
1383,2025-03-24,Gorra,Accesorios,1,180,App,Entregado,CDMX
1384,2025-04-20,Calcetines,Calzado,2,180,Marketplace,Entregado,CDMX
1385,2025-06-15,Gorra,Accesorios,4,720,Web,Entregado,Monterrey
1386,2025-06-29,Tenis,Calzado,1,1200,App,Entregado,Guadalajara
1387,2025-11-07,Camiseta,Ropa,3,750,Web,Entregado,Monterrey
1388,2025-11-03,Gorra,Accesorios,2,360,Marketplace,Entregado,Guadalajara
1389,2025-08-26,Mochila,Accesorios,3,2400,Marketplace,Entregado,Guadalajara
1390,2025-06-14,Camiseta,Ropa,1,250,Web,Entregado,CDMX
1391,2025-04-11,Gorra,Accesorios,4,720,Web,Entregado,CDMX
1392,2025-04-09,Gorra,Accesorios,4,720,Marketplace,Entregado,Monterrey
1393,2025-10-03,Camiseta,Ropa,2,500,App,Enviado,CDMX
1394,2025-05-14,Gorra,Accesorios,4,720,Marketplace,Entregado,Monterrey
1395,2025-06-08,Calcetines,Calzado,2,180,App,Entregado,Monterrey
1396,2025-04-19,Calcetines,Calzado,3,270,App,Enviado,Puebla
1397,2025-12-25,Mochila,Accesorios,2,1600,App,Entregado,Monterrey
1398,2025-05-28,Gorra,Accesorios,2,360,Web,Entregado,Guadalajara
1399,2025-06-06,Chamarra,Ropa,1,1500,App,Cancelado,Monterrey
1400,2025-11-15,Mochila,Accesorios,2,1600,Web,Entregado,Guadalajara
1401,2025-11-02,Tenis,Calzado,3,3600,Web,Entregado,CDMX
1402,2025-02-16,Calcetines,Calzado,4,360,App,Entregado,Puebla
1403,2025-01-06,Pantalón,Ropa,4,2400,Web,Entregado,Monterrey
1404,2025-11-13,Tenis,Calzado,1,1200,App,Entregado,Guadalajara
1405,2025-09-20,Chamarra,Ropa,3,4500,Web,Entregado,CDMX
1406,2025-12-03,Chamarra,Ropa,2,3000,Web,Entregado,Guadalajara
1407,2025-05-26,Pantalón,Ropa,2,1200,App,Enviado,Monterrey
1408,2025-03-20,Chamarra,Ropa,2,3000,App,Enviado,Monterrey
1409,2025-07-02,Chamarra,Ropa,3,4500,Web,Entregado,Monterrey
1410,2025-03-04,Mochila,Accesorios,3,2400,App,Enviado,Monterrey
1411,2025-03-14,Chamarra,Ropa,3,4500,Marketplace,Entregado,Guadalajara
1412,2025-09-18,Mochila,Accesorios,1,800,Web,Entregado,CDMX
1413,2025-12-06,Mochila,Accesorios,4,3200,App,Enviado,CDMX
1414,2025-04-13,Camiseta,Ropa,4,1000,Marketplace,Entregado,CDMX
1415,2025-03-14,Camiseta,Ropa,2,500,App,Entregado,Monterrey
1416,2025-11-14,Gorra,Accesorios,3,540,Web,Entregado,Monterrey
1417,2025-07-24,Gorra,Accesorios,1,180,Marketplace,Entregado,CDMX
1418,2025-09-02,Gorra,Accesorios,3,540,Web,Cancelado,Guadalajara
1419,2025-08-07,Calcetines,Calzado,4,360,Marketplace,Cancelado,CDMX
1420,2025-09-19,Tenis,Calzado,4,4800,Web,Entregado,Guadalajara
1421,2025-11-10,Pantalón,Ropa,4,2400,App,Enviado,Monterrey
1422,2025-02-01,Chamarra,Ropa,1,1500,Marketplace,Entregado,CDMX
1423,2025-06-20,Tenis,Calzado,1,1200,Marketplace,Entregado,Monterrey
1424,2025-10-27,Mochila,Accesorios,3,2400,Marketplace,Entregado,CDMX
1425,2025-10-30,Camiseta,Ropa,1,250,Web,Entregado,CDMX
1426,2025-11-04,Chamarra,Ropa,1,1500,Marketplace,Entregado,Puebla
1427,2025-07-11,Calcetines,Calzado,3,270,Web,Entregado,Guadalajara
1428,2025-04-02,Pantalón,Ropa,1,600,Web,Entregado,Puebla
1429,2025-12-16,Camiseta,Ropa,4,1000,App,Entregado,CDMX
1430,2025-12-09,Tenis,Calzado,1,1200,App,Entregado,Puebla
1431,2025-09-19,Tenis,Calzado,3,3600,Web,Entregado,Puebla
1432,2025-06-09,Mochila,Accesorios,3,2400,Web,Entregado,CDMX
1433,2025-11-29,Mochila,Accesorios,1,800,Web,Entregado,CDMX
1434,2025-04-22,Pantalón,Ropa,2,1200,Marketplace,Enviado,Puebla
1435,2025-12-10,Gorra,Accesorios,1,180,Web,Entregado,Guadalajara
1436,2025-09-23,Chamarra,Ropa,4,6000,Marketplace,Entregado,CDMX
1437,2025-10-20,Mochila,Accesorios,3,2400,Web,Entregado,CDMX
1438,2025-09-20,Camiseta,Ropa,1,250,App,Entregado,CDMX
1439,2025-02-14,Calcetines,Calzado,4,360,Marketplace,Entregado,Guadalajara
1440,2025-02-07,Mochila,Accesorios,3,2400,Web,Enviado,Puebla
1441,2025-02-15,Mochila,Accesorios,1,800,App,Entregado,Puebla
1442,2025-12-15,Pantalón,Ropa,2,1200,Web,Entregado,CDMX
1443,2025-08-13,Camiseta,Ropa,1,250,App,Enviado,Monterrey
1444,2025-12-02,Chamarra,Ropa,3,4500,Marketplace,Entregado,Puebla
1445,2025-04-09,Camiseta,Ropa,3,750,Web,Entregado,Guadalajara
1446,2025-07-13,Camiseta,Ropa,1,250,Marketplace,Entregado,Monterrey
1447,2025-05-21,Camiseta,Ropa,1,250,Web,Entregado,CDMX
1448,2025-09-21,Pantalón,Ropa,2,1200,Web,Enviado,Puebla
1449,2025-03-05,Mochila,Accesorios,1,800,Web,Entregado,Monterrey
1450,2025-10-13,Chamarra,Ropa,3,4500,Web,Entregado,Monterrey
1451,2025-10-06,Chamarra,Ropa,4,6000,Web,Entregado,Monterrey
1452,2025-08-31,Mochila,Accesorios,3,2400,App,Entregado,Guadalajara
1453,2025-11-08,Gorra,Accesorios,4,720,Web,Entregado,Monterrey
1454,2025-12-31,Camiseta,Ropa,4,1000,App,Entregado,Puebla
1455,2025-02-18,Pantalón,Ropa,2,1200,App,Entregado,CDMX
1456,2025-10-31,Pantalón,Ropa,2,1200,App,Entregado,Guadalajara
1457,2025-07-08,Chamarra,Ropa,2,3000,Web,Entregado,CDMX
1458,2025-11-02,Tenis,Calzado,1,1200,Web,Entregado,Monterrey
1459,2025-05-25,Tenis,Calzado,2,2400,Web,Cancelado,Guadalajara
1460,2025-01-25,Camiseta,Ropa,3,750,App,Entregado,CDMX
1461,2025-10-16,Chamarra,Ropa,2,3000,Marketplace,Enviado,Guadalajara
1462,2025-02-23,Camiseta,Ropa,4,1000,App,Entregado,CDMX
1463,2025-06-19,Gorra,Accesorios,3,540,App,Entregado,Monterrey
1464,2025-09-17,Calcetines,Calzado,3,270,Web,Entregado,Monterrey
1465,2025-09-24,Gorra,Accesorios,3,540,Web,Enviado,Monterrey
1466,2025-01-18,Chamarra,Ropa,4,6000,Web,Entregado,Guadalajara
1467,2025-07-26,Calcetines,Calzado,2,180,Web,Entregado,Monterrey
1468,2025-02-01,Pantalón,Ropa,3,1800,Marketplace,Entregado,Monterrey
1469,2025-12-24,Camiseta,Ropa,3,750,Web,Entregado,Monterrey
1470,2025-07-08,Camiseta,Ropa,4,1000,Web,Entregado,CDMX
1471,2025-06-03,Chamarra,Ropa,3,4500,Web,Entregado,Guadalajara
1472,2025-05-27,Pantalón,Ropa,3,1800,App,Enviado,Guadalajara
1473,2025-12-27,Pantalón,Ropa,3,1800,Web,Entregado,Guadalajara
1474,2025-09-28,Calcetines,Calzado,1,90,App,Entregado,CDMX
1475,2025-06-01,Calcetines,Calzado,2,180,App,Enviado,Monterrey
1476,2025-09-23,Mochila,Accesorios,2,1600,Web,Entregado,CDMX
1477,2025-03-08,Gorra,Accesorios,3,540,Marketplace,Cancelado,CDMX
1478,2025-05-26,Gorra,Accesorios,2,360,Web,Entregado,Puebla
1479,2025-10-13,Mochila,Accesorios,3,2400,App,Entregado,Monterrey
1480,2025-10-23,Gorra,Accesorios,2,360,App,Enviado,CDMX
1481,2025-04-10,Pantalón,Ropa,2,1200,Web,Entregado,Puebla
1482,2025-06-30,Pantalón,Ropa,3,1800,Web,Entregado,Guadalajara
1483,2025-07-26,Mochila,Accesorios,2,1600,App,Entregado,CDMX
1484,2025-11-09,Camiseta,Ropa,1,250,Marketplace,Entregado,Puebla
1485,2025-08-24,Calcetines,Calzado,3,270,App,Enviado,Puebla
1486,2025-07-10,Chamarra,Ropa,4,6000,Web,Entregado,Guadalajara
1487,2025-03-14,Gorra,Accesorios,3,540,Web,Entregado,CDMX
1488,2025-06-29,Calcetines,Calzado,3,270,Web,Entregado,Guadalajara
1489,2025-01-13,Calcetines,Calzado,3,270,Web,Entregado,Guadalajara
1490,2025-08-26,Gorra,Accesorios,4,720,App,Entregado,Guadalajara
1491,2025-12-27,Chamarra,Ropa,2,3000,Web,Enviado,CDMX
1492,2025-08-05,Calcetines,Calzado,2,180,App,Entregado,Puebla
1493,2025-10-26,Chamarra,Ropa,3,4500,App,Entregado,Puebla
1494,2025-05-24,Gorra,Accesorios,3,540,Web,Enviado,Guadalajara
1495,2025-02-15,Mochila,Accesorios,4,3200,Web,Enviado,Monterrey
1496,2025-05-22,Mochila,Accesorios,1,800,Web,Entregado,Guadalajara
1497,2025-11-06,Camiseta,Ropa,2,500,Marketplace,Entregado,CDMX
1498,2025-08-20,Gorra,Accesorios,1,180,Web,Entregado,CDMX
1499,2025-04-05,Calcetines,Calzado,4,360,Web,Entregado,Guadalajara
